,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,ABF1_YPD,ACE2_YPD,ADR1_YPD,ARG80_YPD,ARG81_YPD,ARO80_YPD,ASH1_YPD,AZF1_YPD,BAS1_YPD,CAD1_YPD,CBF1_YPD,CHA4_YPD,CIN5_YPD,CRZ1_YPD,CUP9_YPD,DAL81_YPD,DAL82_YPD,DIG1_YPD,DOT6_YPD,FHL1_YPD,FKH1_YPD,FKH2_YPD,FZF1_YPD,GAL4_YPD,GAT1_YPD,GAT3_YPD,GCN4_YPD,GCR1_YPD,GCR2_YPD,GLN3_YPD,GTS1_YPD,HAA1_YPD,HAL9_YPD,HAP2_YPD,HAP3_YPD,HAP4_YPD,HAP5_YPD,HIR1_YPD,HIR2_YPD,HMS1_YPD,HSF1_YPD,IME4_YPD,INO2_YPD,INO4_YPD,IXR1_YPD,LEU3_YPD,MAC1_YPD,MAL13_YPD,MAL33_YPD,A1..MATA1._YPD,MBP1_YPD,MCM1_YPD,MET31_YPD,MET4_YPD,MIG1_YPD,MOT3_YPD,MSN1_YPD,MSN2_YPD,MSN4_YPD,MSS11_YPD,NDD1_YPD,NRG1_YPD,PDR1_YPD,PHD1_YPD,PHO2_YPD,PHO4_YPD,PUT3_YPD,RAP1_YPD,RCS1_YPD,REB1_YPD,RFX1_YPD,RGM1_YPD,RGT1_YPD,RIM101_YPD,RLM1_YPD,RME1_YPD,ROX1_YPD,RPH1_YPD,RTG1_YPD,RTG3_YPD,SFL1_YPD,SFP1_YPD,SIP4_YPD,SKN7_YPD,SKO1_YPD,SMP1_YPD,SOK2_YPD,STB1_YPD,STE12_YPD,STP1_YPD,STP2_YPD,SUM1_YPD,SWI4_YPD,SWI5_YPD,SWI6_YPD,THI2_YPD,UGA3_YPD,YAP1_YPD,YAP3_YPD,YAP5_YPD,YAP6_YPD,YAP7_YPD,YFL044C_YPD,YJL206C_YPD,ZAP1_YPD,ZMS1_YPD
333,-0.49,-0.1,-0.79,-0.12,-0.67,0.14,-0.04,0.24,0.23,0.28,0.1,0.04,0.06,0.04,0.26,0.25,0.36,0.23,-0.249486448,-0.309654945,-0.001244356,-0.041048148,-0.049562866,0.080144341,0.48215459,-0.157006385,-0.016613369,-0.414545566,-0.090651546,-0.458545645,-0.026422784,0.876617291,0.144652174,0.266071806,0.195059409,0.060389853,0.578497362,-0.060761309,-0.209366834,0.030046451,-0.26618558,-0.657673601,0.500080933,0.340933306,0.188948779,0.267842582,-0.040158194,-0.072591756,-0.080718382,0.07336453,-0.063710087,0.030894825,-0.110678764,-0.095854612,-0.017589208,-0.137975134,0.025242879,-0.118275012,-0.231279637,-0.134953732,-0.025892354,-0.00178933,0.026209549,-0.22559362,0.130864728,0.036724583,0.186904532,-0.367689342,-0.226676904,-0.136282029,-0.040231996,0.770435988,0.070988678,0.007128174,0.287181126,-0.000151217,-0.032597968,-0.261764902,-0.125023368,-0.188007441,-0.100406257,0.001138991,0.315205425,0.287621344,-0.028968817,-0.225872607,-0.338231432,-0.405581242,0.031325036,0.793992572,0.112842627,-0.355340095,-0.027339854,0.253375037,-0.010278044,0.483181174,-0.323537995,-0.057221448,-0.355532588,0.025291646,-0.579085191,0.001676159,-0.196814864,-0.047012173,-0.016760046,-0.361018346,-0.177898241,-0.085518841,-0.107901561,0.00273132,0.067647803,0.014699071,-0.147242449,-0.524851744,0.173976678,0.458518287,-0.392324963,-0.051222616,0.122789057,-0.009448643,0.061957119,0.004408913,-0.231409961,0.072987822
335,-0.23,-0.05,-0.66,-0.86,-0.44,-0.25,0.59,0.28,0.71,0.32,-0.14,-0.25,-0.03,-0.36,0.03,0.13,0.74,0.44,0.02250801,0.045285692,-0.186369027,-0.151189611,-0.22166533,-0.164824931,-0.050200539,0.136380276,-0.055268112,0.077645667,0.079026735,-0.150656517,-0.105781545,0.232675368,-0.05050959,-0.182247614,0.256904615,-0.031487943,0.278934174,-0.049457292,0.395788901,-0.002845158,-0.176017855,0.168008471,0.368528113,0.075847217,-0.432337019,0.350683824,0.216971939,-0.075564581,0.198510624,0.332570574,-0.13575153,-0.107325087,-0.163980444,-0.186266199,-0.165095823,-0.159740492,0.035215816,-0.098638761,0.005879393,0.053443779,-0.019189254,0.006854095,-0.004835771,0.112302995,0.081018326,0.393510107,0.390360076,0.147270224,-0.174412139,-0.183535653,-0.065266497,-0.108675762,-0.206430746,0.013446537,-0.051377983,-0.437299054,-0.594473145,-0.347653461,0.004743134,-0.092866206,0.130796607,-0.291532738,-0.639616978,-0.225395694,-0.164140553,0.354413568,-0.266897322,0.006610553,-0.123926742,-0.00489932,-0.021589388,0.551169286,0.000240333,0.112611667,-0.046516941,0.215648531,-0.454385233,0.098138565,-0.606136683,-0.08895308,-0.003100478,0.622263466,-0.382969485,-0.013460912,-0.357949171,0.597447172,-0.032959492,-0.165009009,-0.081987678,-0.098914902,-0.178715645,0.008005767,-0.294385124,-0.029575037,0.017537138,-0.179639849,0.213744804,0.266970834,0.02436408,0.315763638,-0.304516884,0.004113026,-0.184588523,0.074247701
336,0.54,-0.05,0.2,0.26,-0.25,0.16,-0.23,-0.23,-0.06,-0.08,0.06,-0.06,0.29,-0.19,-0.08,-0.1,-0.12,-0.1,-0.388709621,0.081329809,0.148334521,-0.305895377,-0.107485869,-0.283572812,0.621638654,-0.136283916,0.222729519,-0.220504626,0.474513504,-0.677027887,-0.151132642,0.771240594,-0.448386101,-0.170547421,-0.129473621,0.002343629,0.55961946,-0.077149303,-0.004987467,-0.513691585,-0.136464276,-0.041945751,0.404599405,0.053907484,-0.193435661,-0.268319949,-0.256919875,-0.513940731,-0.250470109,-0.002774892,-0.268648633,-0.163040111,-0.479676404,-0.464081705,-0.362144236,-0.016826822,0.090243577,-0.441784764,0.12060794,-0.45718107,0.016781978,0.407533423,0.255904329,-0.294371324,-0.237007195,-0.56928086,0.664345937,-0.782195646,-0.421882005,-0.051463679,-0.262987825,0.002716056,-0.168016668,0.028207584,-0.268243584,-0.527505262,-0.190416657,-1.039867562,0.002904106,0.552711218,-0.430863345,-0.129246858,-0.853195512,-0.757827272,-0.283925612,-0.498011225,-0.442618262,-0.201942947,-0.471346452,1.09546795,-0.224311248,0.244566343,-0.181185245,-0.286411265,-0.101814034,-0.168789276,0.294207017,-0.058942636,0.159812449,0.196838662,0.031322777,0.012233972,0.05074031,-0.015725128,-0.403740894,-0.018731293,-0.002012462,-0.220863014,-0.286197007,-0.121104801,-0.316035734,-0.369305776,-0.513352448,0.034358428,-0.856226319,-0.584357165,-0.169000606,-0.116288465,0.13982924,-0.45401167,-0.517689418,-0.261619216,-0.308091658,0.528100879
337,2.41,1.11,-0.04,-0.37,-0.39,-0.39,0.03,-0.18,-0.39,-0.71,-0.69,-0.49,-0.15,-0.15,0.31,-0.07,0.38,-0.23,-0.22559701,-0.001005,-0.49282211,-0.314283669,-0.32358573,-0.210026836,0.000552302,-0.107028717,0.269162085,0.002925414,-0.35519369,0.616126264,-0.078133454,0.329881121,-0.236320598,0.020203622,0.066181933,-0.003295674,-0.148549955,-0.163038803,-0.003677973,-0.199779844,-0.086345802,-0.060181448,-0.373470683,0.41665807,0.01747642,-0.157792801,-0.303796246,0.037416382,-0.043775529,0.242511049,-0.316884729,-0.456652838,-0.462888132,-0.020222009,-0.327496214,-0.150382959,-0.109707878,-0.147299009,-0.391736966,0.445626495,-0.289642941,-0.728182495,0.016679302,-0.56728461,0.072903608,-0.129677059,0.298719541,0.004368928,-0.147809141,-0.272871,-0.151087193,-0.597840977,-0.530504886,0.23246466,-0.034340022,-0.941156956,-0.55557642,-0.225668452,-0.220335583,0.089625195,0.376717571,0.119552994,0.012327382,-0.087439267,-0.513082835,0.351566482,-0.17452891,0.148244439,-0.01841198,0.848083466,-0.087307863,-0.491954542,-0.062336864,-0.219739042,-0.266976688,-0.278291878,-0.611495777,-0.301586858,-0.677378216,-0.523477498,-0.728003789,-0.164081066,0.154939594,0.001948342,-0.093053006,0.589968038,0.333760094,-0.334192418,0.129075386,-0.106087534,-0.030524468,-0.005329698,-0.143811958,-0.294731836,0.282412167,0.000769473,0.678022762,0.749638438,0.096609866,-0.124610044,-0.403103336,-0.201985795,-0.222630753,0.465063699
339,0.52,0.19,0.64,-0.13,0.19,-0.18,-0.06,-0.15,0.13,-0.17,0.64,-0.2,-0.06,-0.38,0.01,0.12,-0.64,-0.47,-0.216903618,-0.002187499,-0.111872573,-0.463760735,-0.298354888,-0.278833318,0.74457214,-0.406564417,-0.153536643,0.109387307,0.499718248,-0.595089534,-0.022118414,0.834626035,-0.172044141,-0.50035534,0.394114149,-0.095372216,0.000584606,-0.261531843,-0.117296247,0.29935205,-0.2586147,-0.546470853,0.465509176,0.033921511,-0.338586345,0.192872609,-0.421628702,-0.175239673,-0.002268531,-0.435912107,-0.338050151,0.046684524,-0.336997879,-0.476851773,-0.192890225,0.005151456,-0.028470395,-0.342685335,-0.865025612,-0.094542639,0.091262204,0.913699872,-0.010799754,-0.315028663,-0.022094974,0.447938516,0.053840912,-0.057240091,-0.096404972,0.463305427,-0.422994687,0.356426461,0.068894059,0.088949985,0.351071834,0.40922777,0.165886862,-0.450425865,0.090502535,0.098710197,-0.20138999,0.079708924,0.517735166,1.035797656,0.32476833,2.115597489,-0.352523402,0.584781191,-0.616137236,0.623128193,0.145608856,0.260791918,-0.303910349,-0.217294992,-0.047560118,0.250103096,-0.297070077,-0.200232715,-0.69511414,0.024985265,0.010606419,-0.147621109,-0.338817157,0.153866544,-0.249782394,-0.381129498,0.052792726,-0.006811291,-0.404915403,0.320644333,1.132364947,-0.131301541,0.745741854,-0.381494673,-0.352509587,0.055564959,-0.578854146,-0.055811795,0.342286889,-0.570463174,-0.175714367,-0.084690427,-0.312361382,-0.536540465
340,0.4,-0.05,-0.09,-0.18,0.03,0.39,-0.4,0.17,0.26,0.21,-0.2,-0.02,0.02,-0.36,-0.66,-0.2,0.19,0.45,-0.2005268,-0.32742411,-0.48151276,-0.337995461,-0.391225609,-0.190466029,1.279726828,-0.169092949,0.037491307,-0.549340013,0.284841012,-0.656155166,1.018661376,0.405630279,0.637944881,-0.221858269,-0.081480448,-0.066558343,0.6631657,-0.521248754,-0.343525633,0.318633028,-0.197492655,-0.669247219,0.09962606,-0.362675975,-0.316588727,-0.047806326,-0.157070922,-0.296565038,-0.195127114,-0.005543748,-0.282458919,-0.370388378,-0.377617584,-0.368550369,-0.367390213,-0.006817017,-0.140453625,-0.030865472,-0.398512521,-0.219356024,0.135811694,0.786794311,-0.101982657,-0.225778058,-0.142657402,0.260862718,0.528169208,-0.622493086,-0.101566175,0.527666913,-0.061840636,-0.081065478,0.130392295,0.074126148,-0.031025428,0.168936192,0.486097833,-0.356218601,0.243744747,0.726056399,-0.135133339,0.362140605,0.007666131,0.206438682,-0.021375009,0.544533953,-0.200849366,-0.302843363,-0.387798465,0.466584837,0.189544625,-0.25569428,0.982373244,-0.224458592,0.164739046,-0.059934518,-0.045326514,-0.118072,0.51397739,-0.052845981,0.36034888,0.011878589,1.508487576,0.630112616,1.056218716,0.092467398,0.176479928,-0.047860536,-0.359330304,-0.163102948,0.729361254,-0.094783594,0.037489058,-0.098318316,-0.790385361,-0.10385554,-0.606057628,-0.479908577,0.919161723,-0.010095819,-0.514930882,-0.261183681,-0.183890774,-0.140194523
343,-0.51,-0.73,-0.46,-0.67,0.57,0.76,0.57,0.18,0.27,-0.23,0.44,-0.89,-0.34,-0.04,0.7,0.26,0.35,-0.24,-0.297160782,-0.296034563,-0.550136854,0.006298598,0.279550218,0.109771744,0.001570384,-0.078740551,0.226917605,0.002024988,0.503131119,-0.109752057,-0.00369721,0.366760643,-0.001681965,-0.171454966,-0.655927378,-0.18600696,0.046553223,0.141268369,-0.044934165,0.694349005,-0.071546459,0.043028351,0.252914315,0.406322019,0.002591348,0.047174144,-0.044592082,-0.140185429,-0.184522678,-0.271537725,-0.160804921,-0.028134826,-0.050614346,0.001923993,0.027620764,0.085960434,-0.002779026,-0.029748119,-0.829636794,-0.20062939,-0.005109411,0.719429762,-0.00789761,-0.059640793,0.308435204,0.754671189,0.249374706,-0.443643044,-0.341619952,-0.139150033,0.126702392,0.765828263,0.021994457,0.043191477,-0.26609904,0.228371978,-0.169660307,-0.474347686,0.032180277,0.15367993,-0.112117313,-0.129243418,0.026755592,0.263396477,0.355712628,-0.159458777,-0.191036126,-0.363543499,-0.002429827,0.652089025,0.020032754,-0.470700007,-0.306432488,-0.085326096,0.003056716,0.172177053,-0.34225371,0.000389908,-0.236715711,0.221655758,0.355455886,-0.236419307,-0.694544915,-0.076158766,-0.101364062,-0.679352802,-0.106743422,-0.271299669,-0.198338935,0.00068728,0.255365612,-0.318311611,-0.00393496,-0.252966058,-0.757768506,0.097928424,-0.439314643,0.158120865,-0.11062046,-0.604418867,-0.006315756,-0.010643347,-0.299605454,0.239483098
344,-0.28,-0.28,0.1,0.34,0.42,0.34,0.13,-0.33,-0.24,-0.06,-0.3,-0.04,0.43,-0.2,0.13,-0.12,0.11,-0.14,-0.18472629,0.321851919,0.246259341,0.113504749,-0.038452827,0.011526553,-0.018809049,0.128367448,0.082329947,0.202353775,-0.088120652,0.707444659,-0.268465183,0.381767217,-0.236882332,0.305422047,-0.159444791,0.063500043,1.053360918,0.670562645,-0.3835954,-0.649537401,-0.333061045,0.092116218,0.141001357,-0.114246589,-0.030342394,-0.494471557,-0.363978887,0.254067176,-0.185603768,0.375330194,-0.15660295,0.057540938,-0.023846357,0.084356585,0.062988174,0.119933936,-0.077717115,0.115381819,-0.127760256,0.02775479,-0.431005848,0.769596659,-0.129346474,-0.205996877,-0.007839369,-0.057955025,0.27587169,0.099270289,-0.049827546,0.137633623,0.032168567,0.411977944,-0.051427723,-0.003189542,0.220527337,0.200009476,-0.002095723,0.954863705,-0.206439336,-0.252988236,0.197062818,1.463653005,0.760515801,0.171390548,0.497717304,0.156323088,-0.004487492,-0.033159936,-0.111674622,-0.816399612,0.12747956,-0.060186517,-0.270442218,0.088284774,0.393000082,0.122006971,0.046723353,-0.020847002,1.555263605,0.001769966,-0.146492677,-0.456920069,-1.020012821,-0.116838949,0.776601537,0.07118836,-0.044281201,-0.247766675,-0.021480628,0.109295561,0.038170516,0.641655892,-0.220918483,-0.156965641,-0.316826846,0.333296977,-0.18911363,0.053161395,-0.249165546,-0.785247361,0.626580432,0.085988706,0.027925453,0.055080262
345,0.08,0.11,0.06,-0.01,0.21,-0.18,0.36,-0.04,0.04,-0.11,-0.28,-0.24,0.03,-0.13,0.04,0.01,0.09,-0.06,2.168702489,0.129737485,-0.014157808,0.052144302,-0.036421725,-0.033217319,-0.363734361,0.289868098,-0.079883783,-0.077959783,-0.181282167,-0.566696332,0.171349937,-0.408522804,0.123895659,-0.03088254,0.583291277,0.163199857,0.004813736,0.52140237,-0.151894607,0.259645746,0.066139215,-0.026657916,-0.031991199,-0.175832971,0.180656471,0.371861922,0.374058149,0.108694124,0.030674233,0.209802191,-0.022012441,0.241017399,0.184026078,0.039878437,0.116183344,0.201152673,0.106284258,-0.031133805,0.293147853,0.032121866,0.027736392,0.827691412,0.512174488,0.27835058,0.685684185,0.318644827,-0.124151365,-0.622037815,0.143080942,0.253748132,0.17823429,0.721079409,-0.523613625,0.234205271,0.589267134,0.007502095,-0.079773344,-0.454331782,0.25109335,-0.194615644,-0.013975529,-0.390979827,0.077807249,0.01286755,0.763585452,-0.279285526,0.049515208,0.28584511,0.435085761,-0.010324148,-0.612671145,-0.025609663,0.165082766,0.304726671,0.601155083,0.087755017,-0.305650692,0.085910413,0.013128481,0.279769491,-0.0702542,-0.099348161,0.269998292,0.099838781,-0.448421733,-0.035803851,-0.003199432,0.043293684,-0.000526896,0.001075273,-0.240134424,0.016653489,0.010362507,-0.020455532,-0.483006089,0.113880358,0.328799477,-0.190645241,-0.053207062,-0.537202846,0.229855888,0.074023224,0.176924876,-0.427883474
347,-0.94,-0.54,0.03,1.23,0.75,0.32,-0.35,-0.69,-0.6,-0.54,0.04,1.2,0.78,0.13,0.17,-0.02,-0.11,-0.83,-0.189000212,0.118279581,-0.342959036,-0.024465116,0.027010341,-0.57979071,0.889021155,0.231817977,-0.527669265,-0.237850849,-0.017675929,0.510926788,-0.122122267,0.558075001,-0.055803592,0.630622046,-0.134384702,-0.616862685,-0.214176343,0.068926106,-0.723997336,-0.604722403,-0.082378383,-0.491024839,0.639565774,-0.051619102,-0.437888235,-0.126717827,0.013400084,0.019442455,-0.527798571,0.135654378,-0.269772661,0.014870714,-0.273437315,-0.289941596,-0.326836187,-0.229781103,-0.077030611,0.588756796,0.627508788,-0.236481411,0.02090424,-0.735238448,-0.061572946,-0.392143572,-0.048516644,-1.646938688,-0.167356842,0.025625458,0.586712582,0.417647101,0.025297742,-0.42619713,-0.167653748,-0.397252121,0.339866075,-0.757286753,-0.179093216,0.625005028,-0.099118033,-0.133598009,-0.295666412,-0.46374261,0.394050583,-0.787507956,0.153380181,-0.119209923,-0.601756161,-0.368657379,-0.39787955,-0.177262952,0.243815536,-0.003586739,0.801538799,0.503942891,-0.275628184,0.019400322,-0.677222027,-0.555086244,0.046356668,-0.142604066,0.19929769,0.869051975,-0.129760558,0.229567374,0.881928078,1.82989002,0.081532837,-0.110184285,0.173528006,0.339940167,1.908900696,-0.137197794,1.654235804,-0.217605711,0.570380253,-0.240281825,-0.584325518,-0.355904947,0.176486184,0.169694793,-0.435208736,-0.308440751,-0.072956145,1.059618179
348,-0.32,-0.05,0.65,1.27,0.47,0.24,-0.3,-0.52,-0.75,-0.57,-0.05,0.69,0.57,0.25,-0.02,-0.09,-0.78,-0.72,-0.189000212,0.118279581,-0.342959036,-0.024465116,0.027010341,-0.57979071,0.889021155,0.231817977,-0.527669265,-0.237850849,-0.017675929,0.510926788,-0.122122267,0.558075001,-0.055803592,0.630622046,-0.134384702,-0.616862685,-0.214176343,0.068926106,-0.723997336,-0.604722403,-0.082378383,-0.491024839,0.639565774,-0.051619102,-0.437888235,-0.126717827,0.013400084,0.019442455,-0.527798571,0.135654378,-0.269772661,0.014870714,-0.273437315,-0.289941596,-0.326836187,-0.229781103,-0.077030611,0.588756796,0.627508788,-0.236481411,0.02090424,-0.735238448,-0.061572946,-0.392143572,-0.048516644,-1.646938688,-0.167356842,0.025625458,0.586712582,0.417647101,0.025297742,-0.42619713,-0.167653748,-0.397252121,0.339866075,-0.757286753,-0.179093216,0.625005028,-0.099118033,-0.133598009,-0.295666412,-0.46374261,0.394050583,-0.787507956,0.153380181,-0.119209923,-0.601756161,-0.368657379,-0.39787955,-0.177262952,0.243815536,-0.003586739,0.801538799,0.503942891,-0.275628184,0.019400322,-0.677222027,-0.555086244,0.046356668,-0.142604066,0.19929769,0.869051975,-0.129760558,0.229567374,0.881928078,1.82989002,0.081532837,-0.110184285,0.173528006,0.339940167,1.908900696,-0.137197794,1.654235804,-0.217605711,0.570380253,-0.240281825,-0.584325518,-0.355904947,0.176486184,0.169694793,-0.435208736,-0.308440751,-0.072956145,1.059618179
349,-0.59,-0.22,-0.24,0.07,-0.08,0.67,0.13,0.13,-0.08,0.26,-0.54,0.09,-0.02,-0.13,0.22,0.3,0.09,-0.08,1.713195623,-0.000204545,-0.220594088,-0.313560198,0.103287204,0.176216162,0.50403679,0.09659489,0.208997121,-0.057914582,0.431523585,0.075597115,-0.183397689,-0.014132778,-0.193822237,-0.223614779,0.33474903,-0.132226625,-0.660069727,0.082603137,0.622448092,-0.276698608,-0.124511886,0.122860605,0.006338817,0.082873823,0.0875735,0.008357802,0.128955859,0.00086925,0.000345917,-0.292568983,-0.113566444,-0.222572474,0.002671992,0.156356876,0.132283997,0.247385566,-0.259494144,-0.324491551,-0.01946525,0.245758622,0.060783973,0.024283931,-0.142167381,-0.141313709,0.11899687,-0.043849694,0.494220712,-0.057170368,0.215366357,-0.153624792,0.05935237,0.45027197,-0.080881078,-0.267376955,0.02236483,-0.6622732,-0.171244072,0.715810539,0.21234347,0.109787253,-0.014434329,-0.240852213,0.125072453,0.849870312,0.274583715,-0.286283231,-0.274742885,0.4745405,-0.25165326,-0.397473167,-0.004540793,0.141074362,-0.130898595,-0.000966323,0.003734484,0.121927029,0.240179855,0.036778308,1.308076456,0.072987685,0.021164574,-0.501531861,-0.090926624,0.00092375,0.547243109,-0.024115866,-0.008258844,-0.12360247,-0.247163736,-0.295764272,-0.054865168,-0.395651971,-0.025825421,-0.091186308,0.621865455,-0.123752532,-0.415110001,-0.168799785,-0.049599568,-0.54696945,0.091558215,0.073479566,-0.139113316,0.100960968
352,0.32,0.13,0.4,-0.18,-0.05,-0.13,-0.13,0.02,0.01,0.08,-0.1,0.05,0.02,-0.15,-0.38,0.13,-0.17,0.13,-0.221647178,0.034362091,0.521446393,0.159172411,0.081879378,-0.188767054,-0.121264663,0.060186872,0.002931749,-0.077218873,-0.03642353,0.162248198,0.400452349,-0.145148855,0.128183446,0.0015247,-0.005115376,0.290189519,0.239758518,-0.028645876,-0.153348184,0.493546403,-0.102901705,0.133575362,0.037722946,0.159482067,-0.000590847,0.077959792,0.268342882,-0.016348628,-0.131726429,0.641353287,0.090649,-0.121271944,-0.042330216,-0.00117798,-0.159951113,-0.031838098,0.140135483,0.113434469,0.043611179,-0.02152119,-0.017649334,-0.003766552,0.168899233,0.492816315,0.020336347,0.455075665,-0.238479455,0.014866145,0.053650908,0.281296346,-0.03731515,-0.009699687,-0.242725098,-0.380143952,0.243822847,0.234210913,0.410265331,-0.408589752,0.25339174,0.012731133,0.363225587,0.366961685,0.276457002,0.25634127,0.1201024,-0.021306412,-0.003672145,0.195794072,0.043913351,-0.003895308,-0.135726011,-0.088942016,-0.115565905,0.0631938,-0.002342789,0.114282127,-0.334347058,-0.141254535,-0.002340564,-0.427746247,-0.030726402,0.44886417,-0.30375055,0.293942269,-0.232790697,0.084222,0.420805749,-0.085510636,0.006758607,-0.045179315,-0.07220929,0.062939008,0.146906727,-0.142911037,0.570417269,0.499432117,0.011902484,0.003857798,0.345780702,0.552413864,-0.180061236,-0.032388158,-0.313948045,-0.342857227
353,0.03,0.31,-0.14,-0.03,-0.35,0.33,-0.19,-0.07,0.1,0.29,-0.07,0.31,-0.05,-0.08,-0.69,0,0.1,0.2,-0.221647178,0.034362091,0.521446393,0.159172411,0.081879378,-0.188767054,-0.121264663,0.060186872,0.002931749,-0.077218873,-0.03642353,0.162248198,0.400452349,-0.145148855,0.128183446,0.0015247,-0.005115376,0.290189519,0.239758518,-0.028645876,-0.153348184,0.493546403,-0.102901705,0.133575362,0.037722946,0.159482067,-0.000590847,0.077959792,0.268342882,-0.016348628,-0.131726429,0.641353287,0.090649,-0.121271944,-0.042330216,-0.00117798,-0.159951113,-0.031838098,0.140135483,0.113434469,0.043611179,-0.02152119,-0.017649334,-0.003766552,0.168899233,0.492816315,0.020336347,0.455075665,-0.238479455,0.014866145,0.053650908,0.281296346,-0.03731515,-0.009699687,-0.242725098,-0.380143952,0.243822847,0.234210913,0.410265331,-0.408589752,0.25339174,0.012731133,0.363225587,0.366961685,0.276457002,0.25634127,0.1201024,-0.021306412,-0.003672145,0.195794072,0.043913351,-0.003895308,-0.135726011,-0.088942016,-0.115565905,0.0631938,-0.002342789,0.114282127,-0.334347058,-0.141254535,-0.002340564,-0.427746247,-0.030726402,0.44886417,-0.30375055,0.293942269,-0.232790697,0.084222,0.420805749,-0.085510636,0.006758607,-0.045179315,-0.07220929,0.062939008,0.146906727,-0.142911037,0.570417269,0.499432117,0.011902484,0.003857798,0.345780702,0.552413864,-0.180061236,-0.032388158,-0.313948045,-0.342857227
354,-0.34,-0.27,0.75,0.57,0.3,-0.38,-0.16,-0.54,-0.28,0,0.48,0.66,0.42,-0.27,-0.16,-0.3,-0.3,-0.18,0.678392508,-0.196973268,-0.468088319,-0.306996018,0.021190307,0.084552793,0.822381575,-0.39035176,-0.06955693,0.34938215,-0.273538997,0.13807026,-0.34908177,1.027007651,-0.032556871,-0.027069315,0.103568002,-0.245813557,-0.350911981,-0.434946082,-0.219286893,-0.245717026,-0.450468862,0.370737896,-0.037628191,2.032574456,0.054986108,-0.210454607,-0.287764826,0.138210402,-0.386153704,-0.216671423,-0.070825411,-0.360357475,-0.478446529,0.372917451,-0.244316914,-0.118364666,0.056161201,-0.080087408,-0.558064894,-0.007173007,-0.015851804,0.696745244,-0.313784817,0.242219078,-0.134193851,0.958903314,0.002797269,-0.313528553,-0.363245712,-0.269514322,-0.031340158,0.108996747,-0.057607649,-0.355712165,-0.102977657,0.691801061,0.715433304,0.298778535,-0.187689376,-0.323006191,0.665218928,0.450151062,0.265070775,0.114515885,0.40403223,2.003124845,0.0156019,0.012819219,-0.294010796,1.934740899,0.148067772,-0.107679033,0.260622248,-0.337414864,-0.131983809,0.040097485,-0.631797846,-0.158861447,-1.308489955,-0.393999603,-0.968971227,-0.119495453,0.605993667,0.445835802,0.260033969,-0.152764797,-0.016758908,-0.23852512,-0.00971549,-0.084139745,-0.305420543,0.284384901,-0.091720515,-0.022906791,0.161511856,-0.276208704,0.030802751,2.474900642,0.144215958,-0.567658968,-0.861658855,-0.460134115,0.060337277,-0.02243257
355,-0.51,-0.2,-0.48,-0.18,0.08,0.22,0.38,0.22,0.16,-0.2,-0.18,-0.2,0.06,0.08,0.39,0.55,-0.17,-0.02,2.799623035,-0.057654721,-0.082029428,-0.456060676,-0.186857333,-0.263166563,0.333887497,-0.502303929,-0.103442764,0.068326449,0.691494769,-0.499263385,-0.23770686,0.691619027,-0.047010041,-0.2165615,0.975382343,0.07800968,0.745221582,-0.00264852,-0.133711444,-0.093282323,-0.339939122,-0.029305787,0.412269271,0.196278435,0.042419512,0.210568037,-0.208927729,-0.053667296,0.161974983,0.321296633,-0.124934606,0.042035195,-0.028491761,-0.108090225,-0.160475963,-0.077979336,-0.141094878,-0.294066461,0.190811799,-0.1568236,0.189589535,0.330948993,0.22897577,-0.189415097,-0.059993637,0.004134892,0.089853493,0.045237736,-0.079069326,-0.441597185,-0.356911796,0.580550444,0.210119004,-0.001411328,0.019134402,0.281383834,0.082204167,-0.014688721,-0.024682699,0.001579896,-0.175644542,-0.311996133,-0.414353843,-0.25032736,0.225378346,-0.192399511,-0.015456875,0.021417328,-0.49091671,0.815044321,0.23114593,0.119647277,9.52E-05,-0.290622611,-0.021629353,0.169958985,0.000116132,0.294308902,0.712300388,-0.022246093,-0.127027502,0.046898492,0.104647041,-0.125696377,-0.074824626,0.281738007,0.057164096,-0.130161782,-0.222980021,-0.121659952,-0.145744332,0.03033961,-0.395911668,0.495466053,0.284274967,0.018525078,0.036215082,-0.034080636,0.058082736,-0.092542179,-0.30140335,0.097957002,-0.133977663,0.152098121
